Variable,SHAP
지면온도,0.1107840644707824
강수량,0.11634157732790701
이슬점 온도,0.1422430825857798
풍향의 cos주기,0.1565299808389451
달의 cos주기,0.16666803376504416
시간의 cos주기,0.1689935234355145
AWS 안개 생성 지표,0.17152870848065357
기온,0.1849004294172692
10분 평균 풍속(m/s),0.18872064191531807
풍향의 sig주기,0.21661979674070933
시간의 sin주기,0.23149605093061484
습도(100%),0.29284661996361094
지면온도와 이슬점 차이,0.3164273445097672
10분 평균 일조량,0.32302970895729105
달의 sin주기,0.3243382958284949
기온과 이슬점 차이,0.6429275760298474
지형종류,0.7060938978025522
