안개 정도,고 위험군,안전군,잠재 위험군,저 위험군,중 위험군
보통,40.789813301213115,12.647337176288392,10.195302417620237,18.007399122429664,18.360147982448595
없음,2.936265235746049,84.3030214202877,3.405722061078669,6.83611700643351,2.518874276454068
옅음,23.933649289099527,16.800130740317044,31.320477202157214,15.337473443373101,12.608269325053111
짙음,43.34068214239398,11.528984567500974,5.213331604201789,18.181818181818183,21.73518350408507
